Participantno,Age,CommuteTime,CountryCitizen,CountryLive,EmploymentField,EmploymentFieldOther,EmploymentStatus,ExpectedEarning,FinanciallySupporting,FirstDevJob,Gender,HasChildren,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasHomeMortgage,HasServedInMilitary,HasStudentDebt,HomeMortgageOwe,HoursLearning,Income,IsEthnicMinority,IsReceiveDisabilitiesBenefits,IsSoftwareDev,IsUnderEmployed,LanguageAtHome,MaritalStatus,MoneyForLearning,MonthsProgramming
9322,17,NA,Indonesia,Indonesia,NA,NA,NA,12000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,25,NA,0,0,0,NA,Indonesian,"single, never married",0,20
9323,27,NA,India,India,NA,NA,NA,NA,1,1,male,0,1,1,1,1,0,0,NA,4,NA,1,0,1,NA,Hindi,"single, never married",0,NA
9324,39,45 to 60 minutes,Greece,Greece,sales,NA,Employed for wages,NA,0,NA,male,0,1,1,0,1,1,0,140000,5,16500,0,0,0,1,Greek,"single, never married",0,3
9325,14,NA,Serbia,Serbia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,6,NA,0,0,0,NA,Serbian,"single, never married",0,1
9326,44,Less than 15 minutes,NA,New Zealand,office and administrative support,NA,Employed for wages,NA,NA,NA,NA,NA,1,0,1,1,1,1,200000,5,45000,0,0,0,0,English,married or domestic partnership,0,24
9327,19,NA,Nigeria,Nigeria,NA,NA,Not working but looking for work,NA,0,NA,male,0,0,1,0,NA,0,NA,NA,10,NA,0,0,0,NA,Yoruba,"single, never married",0,7
9328,27,Less than 15 minutes,Russia,Russia,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,1,NA,NA,8,8520,0,0,1,0,Russian,"single, never married",0,72
9329,22,NA,Nepal,United Arab Emirates,NA,NA,NA,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
9330,22,15 to 29 minutes,United Kingdom,United Kingdom,sales,NA,Employed for wages,50000,NA,NA,male,NA,1,0,1,0,0,1,NA,22,6000,0,0,0,1,English,"single, never married",0,7
9331,34,30 to 44 minutes,Bulgaria,Bulgaria,software development and IT,NA,Employed for wages,40000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,20,NA,0,0,0,1,Bulgarian,"single, never married",0,5
9332,25,45 to 60 minutes,Turkey,Turkey,software development and IT,NA,Employed for wages,NA,1,0,male,0,1,1,0,0,NA,0,NA,4,18000,0,0,1,0,Turkish,"single, never married",10,50
9333,19,NA,South Africa,South Africa,NA,NA,Not working and not looking for work,NA,NA,NA,female,NA,0,0,1,NA,0,NA,NA,NA,NA,1,0,0,NA,English,"single, never married",NA,NA
9334,NA,NA,Philippines,Philippines,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,1,0,0,0,0,0,NA,10,NA,0,0,0,NA,NA,"single, never married",4000,6
9335,19,NA,Ukraine,Ukraine,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,NA,NA,0,0,0,NA,Ukrainian,"single, never married",NA,NA
9336,20,NA,Australia,Australia,NA,NA,NA,50000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,7,NA,0,0,0,NA,English,"single, never married",0,1
9337,19,15 to 29 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,1,NA,NA,20,15000,0,0,1,0,English,"single, never married",0,6
9338,31,15 to 29 minutes,Russia,Russia,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,0,0,NA,4,6600,0,0,0,1,Russian,"single, never married",1000,3
9339,23,More than 60 minutes,India,India,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,40,7000,0,0,1,0,English,"single, never married",0,12
9340,20,NA,Switzerland,Switzerland,NA,NA,Unable to work,60000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,36,NA,0,1,0,NA,German,"single, never married",1000,6
9341,41,I work from home,Hungary,United States of America,software development and IT,NA,Self-employed freelancer,NA,0,0,male,0,1,1,1,1,0,0,170000,6,60000,0,0,1,1,English,married or domestic partnership,NA,244
9342,21,NA,Italy,Italy,NA,NA,NA,18000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,NA,0,0,0,NA,Italian,"single, never married",0,24
9343,37,NA,Italy,Germany,NA,NA,Self-employed freelancer,NA,NA,0,male,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,German,"single, never married",NA,NA
9344,21,NA,Morocco,Morocco,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,30,NA,0,0,0,NA,Arabic,"single, never married",0,5
9345,21,NA,Romania,Romania,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,35,NA,0,0,0,NA,Romanian,"single, never married",200,12
9346,22,NA,Bulgaria,Bulgaria,NA,NA,Not working but looking for work,10000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,56,NA,0,0,0,NA,Bulgarian,"single, never married",0,0
9347,22,NA,Uganda,South Africa,NA,NA,NA,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,8,NA,1,0,0,NA,English,"single, never married",0,NA
9348,28,NA,United Kingdom,United Kingdom,NA,NA,Not working but looking for work,23754,NA,NA,male,NA,1,0,1,0,0,1,NA,46,NA,0,0,0,NA,English,"single, never married",0,5
9349,24,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,1,NA,15,8000,0,0,1,0,English,"single, never married",50,48
9350,25,NA,China,Canada,NA,NA,Doing an unpaid internship,NA,0,0,male,0,0,1,1,NA,0,NA,NA,20,NA,1,0,1,NA,Mandarin Chinese,married or domestic partnership,500,12
9351,NA,NA,India,India,NA,NA,NA,NA,NA,1,female,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,Gujarati,NA,0,10
9352,24,NA,United States of America,United States of America,NA,NA,Not working and not looking for work,100000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,NA,0,0,0,NA,English,"single, never married",200,5
9353,54,NA,United States of America,Israel,NA,NA,Not working but looking for work,65000,0,NA,female,0,1,1,1,1,0,1,15000,20,NA,1,0,0,NA,English,married or domestic partnership,500,6
9354,20,NA,France,France,NA,NA,NA,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,5,NA,0,0,0,NA,French,"single, never married",100,36
9355,29,30 to 44 minutes,India,India,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,NA,NA,0,0,0,1,Kannada,"single, never married",0,1
9356,35,15 to 29 minutes,Turkey,Turkey,sales,NA,Employed for wages,NA,NA,0,male,NA,1,0,0,1,1,0,30000,9,30000,1,0,1,0,Turkish,"single, never married",200,120
9357,25,Less than 15 minutes,United Kingdom,Denmark,software development and IT,NA,Employed for wages,NA,NA,0,female,NA,1,0,1,0,0,1,NA,3,37542,0,0,1,0,English,"single, never married",60,48
9358,27,NA,Jordan,Jordan,NA,NA,Doing an unpaid internship,NA,0,1,male,0,1,1,NA,0,0,1,NA,30,NA,0,0,1,NA,Arabic,"single, never married",1000,12
9359,27,30 to 44 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,NA,female,NA,0,0,1,NA,0,NA,NA,20,30000,1,0,0,1,English,"single, never married",0,6
9360,24,NA,Romania,Romania,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,6,NA,0,0,0,NA,Romanian,"single, never married",5000,24
9361,40,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,100000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,30,80000,1,0,0,0,English,divorced,100,12
9362,46,I work from home,United States of America,United States of America,NA,Telecommunications ,Employed for wages,NA,NA,NA,female,NA,1,0,1,1,0,1,69000,12,102000,1,0,0,0,English,"single, never married",997,3
9363,29,Less than 15 minutes,United States of America,United States of America,office and administrative support,NA,Employed for wages,80000,NA,NA,female,NA,1,0,1,0,1,1,NA,5,37000,1,1,0,1,English,divorced,20,24
9364,25,NA,Serbia,Serbia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,NA,NA,0,0,0,NA,Serbian,"single, never married",NA,NA
9365,20,NA,Macedonia,Macedonia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,15,NA,1,0,0,NA,Bosnian,"single, never married",0,13
9366,18,NA,Taiwan,Taiwan,NA,NA,Not working and not looking for work,60000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,Chinese,"single, never married",3200,13
9367,25,Less than 15 minutes,United States of America,United States of America,legal,NA,Employed for wages,75000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,8,30000,0,0,0,1,English,"single, never married",200,8
9368,20,NA,Egypt,NA,NA,NA,NA,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,15,NA,NA,0,0,NA,Arabic,"single, never married",0,5
9369,21,NA,Poland,Poland,NA,NA,Not working and not looking for work,15000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,7,NA,0,0,0,NA,Polish,"single, never married",0,14
9370,24,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,54000,NA,NA,female,NA,1,0,1,0,0,1,NA,5,40000,1,0,0,0,Spanish,"single, never married",100,32
9371,58,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,0,female,NA,0,0,1,NA,0,NA,NA,6,76000,0,0,1,0,English,married or domestic partnership,0,240
9372,24,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,50000,1,NA,male,0,1,1,1,0,0,1,NA,20,22000,1,0,0,1,English,"single, never married",200,3
9373,23,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,65000,NA,NA,male,NA,1,0,1,0,0,1,NA,20,51000,0,0,0,0,English,"single, never married",2000,6
9374,31,NA,United States of America,United States of America,NA,NA,Unable to work,40000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,English,"single, never married",100,6
9375,17,NA,India,United States of America,NA,NA,NA,NA,0,NA,male,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,English,"single, never married",NA,NA
9376,27,NA,United States of America,United States of America,NA,NA,Not working but looking for work,60000,NA,NA,male,NA,1,0,1,0,0,1,NA,11,NA,1,0,0,NA,English,"single, never married",200,38
9377,20,NA,India,India,NA,NA,Not working but looking for work,25000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,15,NA,0,0,0,NA,Telugu,"single, never married",0,6
9378,15,NA,Canada,Canada,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,1,NA,0,0,0,NA,English,"single, never married",0,3
9379,28,45 to 60 minutes,Luxembourg,Luxembourg,software development and IT,NA,Employed for wages,NA,NA,1,female,NA,0,0,1,NA,0,NA,NA,63,20000,1,0,1,0,French,"single, never married",15,4
9380,32,30 to 44 minutes,South Africa,South Africa,software development and IT,NA,Employed for wages,56000,0,NA,female,0,1,1,1,1,0,0,NA,8,NA,0,0,0,0,Afrikaans,married or domestic partnership,2000,18
9381,41,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,60000,NA,NA,male,NA,1,0,1,0,1,0,NA,10,11000,1,1,0,1,English,"single, never married",5000,9
9382,30,More than 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,NA,male,0,1,1,1,0,0,0,NA,2,65000,1,0,0,0,Gujarati,"single, never married",0,6
9383,19,NA,United States of America,United States of America,NA,NA,Not working but looking for work,50000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,35,NA,0,0,0,NA,English,"single, never married",150,24
9384,30,15 to 29 minutes,Ecuador,Ecuador,finance,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,1,0,0,50000,4,24000,0,0,0,0,Spanish,married or domestic partnership,50,1
9385,26,45 to 60 minutes,United States of America,United States of America,"arts, entertainment, sports, or media",NA,Employed for wages,NA,NA,NA,female,NA,1,0,0,0,0,1,NA,NA,6000,1,0,0,1,English,"single, never married",700,24
9386,20,15 to 29 minutes,United States of America,United States of America,construction and extraction,NA,Employed for wages,50000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,6,10000,1,0,0,0,Tagalog,"single, never married",0,28
9387,28,Less than 15 minutes,Venezuela,Venezuela,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,5,NA,0,0,1,0,Spanish,"single, never married",NA,36
9388,22,30 to 44 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,35000,NA,NA,female,NA,1,0,1,0,0,1,NA,5,NA,NA,0,0,0,English,"single, never married",NA,24
9389,21,NA,Cambodia,Cambodia,NA,NA,NA,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,10,NA,0,0,0,NA,Khmer,"single, never married",0,9
9390,29,Less than 15 minutes,United States of America,United States of America,NA,customer service,Employed for wages,50000,0,NA,male,0,1,1,1,0,0,1,NA,10,50000,1,0,0,1,English,married or domestic partnership,0,8
9391,36,I work from home,United Kingdom,United Kingdom,software development and IT,NA,Self-employed business owner,NA,NA,NA,female,NA,1,0,1,1,0,1,NA,20,NA,0,0,0,0,English,married or domestic partnership,100,12
9392,22,NA,Russia,Russia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,1,0,0,NA,Russian,"single, never married",0,36
9393,59,Less than 15 minutes,United States of America,United States of America,NA,Retail,Employed for wages,90000,NA,NA,male,NA,1,0,1,0,0,1,NA,4,20000,1,0,0,1,Spanish,married or domestic partnership,0,6
9394,24,NA,Canada,Canada,NA,NA,Military,50000,NA,NA,male,NA,1,0,0,0,1,1,NA,40,NA,0,0,0,NA,English,"single, never married",2500,9
9395,22,NA,United States of America,United States of America,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,7,NA,0,0,0,NA,English,"single, never married",300,2
9396,23,More than 60 minutes,India,India,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,20,8000,0,0,1,1,Hindi,"single, never married",0,3
9397,29,More than 60 minutes,India,India,software development and IT,NA,Self-employed business owner,NA,1,0,female,0,1,1,1,1,0,0,NA,10,NA,0,0,1,0,Telugu,married or domestic partnership,NA,60
9398,20,NA,India,India,NA,NA,Not working and not looking for work,32000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,12,NA,0,0,0,NA,Telugu,"single, never married",0,14
9399,24,NA,Indonesia,United States of America,NA,NA,Not working but looking for work,70000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,5,NA,1,0,0,NA,Indonesian,"single, never married",150,12
9400,22,NA,Poland,Poland,NA,NA,Not working but looking for work,9000,NA,NA,male,NA,1,0,1,0,0,0,NA,25,NA,0,0,0,NA,Polish,"single, never married",0,1
9401,32,I work from home,Canada,Canada,software development and IT,NA,Self-employed business owner,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,20,30000,0,0,1,1,English,"single, never married",300,80
9402,31,More than 60 minutes,United Kingdom,United Kingdom,transportation,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,1,0,0,400000,10,70000,0,0,0,1,English,"single, never married",2000,1
9403,26,NA,Chile,Chile,NA,NA,Not working but looking for work,NA,NA,NA,female,NA,0,0,1,NA,0,NA,NA,15,NA,0,0,0,NA,Spanish,"single, never married",0,1
9404,27,30 to 44 minutes,India,India,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,50,10000,1,0,1,1,Malayalam,"single, never married",50,60
9405,22,30 to 44 minutes,Pakistan,Pakistan,office and administrative support,NA,Employed for wages,35000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,10000,0,0,0,1,English,"single, never married",200,2
9406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9407,22,15 to 29 minutes,India,India,software development and IT,NA,Employed for wages,NA,0,1,male,0,0,1,1,NA,0,NA,NA,24,NA,0,0,1,1,Hindi,"single, never married",20,60
9408,21,NA,Brazil,Brazil,NA,NA,A stay-at-home parent or homemaker,10000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,15,NA,0,0,0,NA,Portuguese,"single, never married",0,3
9409,24,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,0,NA,10,70000,0,0,1,0,English,"single, never married",0,12
9410,33,Less than 15 minutes,United Kingdom,Germany,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,0,1,NA,10,50000,0,0,0,0,English,married or domestic partnership,100,3
9411,38,NA,India,India,NA,NA,Not working but looking for work,80000,1,NA,male,0,1,1,0,0,0,0,NA,56,NA,0,0,0,NA,Marathi,"single, never married",2000,1
9412,26,30 to 44 minutes,United States of America,United States of America,office and administrative support,NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,5,28000,0,0,0,1,English,"single, never married",15,1
9413,36,NA,United States of America,United States of America,NA,NA,Not working and not looking for work,NA,NA,NA,female,NA,1,0,1,0,0,1,NA,50,NA,0,0,0,NA,English,married or domestic partnership,6000,2
9414,21,NA,Guatemala,Guatemala,NA,NA,Not working and not looking for work,30000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,20,NA,0,0,0,NA,Spanish,"single, never married",15,37
9415,18,NA,India,India,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,5,NA,NA,0,0,NA,Hindi,"single, never married",0,36
9416,24,Less than 15 minutes,Canada,Canada,sales,NA,Employed for wages,60000,NA,NA,female,NA,1,0,1,0,0,1,NA,4,28000,0,0,0,1,English,married or domestic partnership,0,3
9417,14,NA,Poland,Poland,NA,NA,Not working and not looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,2,NA,0,0,0,NA,English,"single, never married",0,2
9418,46,More than 60 minutes,Italy,France,software development and IT,NA,Employed for wages,NA,0,NA,male,0,0,1,1,NA,0,NA,NA,10,42000,0,0,0,1,Italian,married or domestic partnership,1000,240
9419,24,NA,United States of America,United States of America,NA,NA,Not working but looking for work,50000,NA,NA,male,NA,1,0,1,0,0,1,NA,5,NA,1,0,0,NA,English,"single, never married",0,1
9420,27,15 to 29 minutes,United States of America,United States of America,health care,NA,Employed for wages,85000,NA,NA,male,NA,1,0,1,0,0,0,NA,5,75000,0,0,0,0,English,"single, never married",0,3
9421,24,NA,United States of America,United States of America,NA,NA,Not working but looking for work,40000,NA,NA,male,NA,1,0,1,0,0,0,NA,10,NA,0,0,0,NA,English,"single, never married",0,6
9422,12,NA,United Kingdom,United Kingdom,NA,NA,NA,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,5,NA,1,0,0,NA,English,"single, never married",0,1
9423,22,NA,United States of America,United States of America,NA,NA,A stay-at-home parent or homemaker,35000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,English,married or domestic partnership,200,16
9424,27,Less than 15 minutes,India,Malaysia,software development and IT,NA,Employed for wages,NA,0,0,male,0,0,1,1,NA,0,NA,NA,2,10000,0,0,1,1,Marwari,"single, never married",0,48
9425,25,NA,Russia,Russia,NA,NA,Unable to work,NA,NA,1,female,NA,0,0,1,NA,0,NA,NA,40,NA,1,0,1,NA,Russian,"single, never married",NA,10
9426,43,NA,United States of America,United States of America,NA,NA,Not working but looking for work,120000,NA,NA,female,NA,1,0,1,1,0,0,600000,8,NA,1,0,0,NA,Gujarati,married or domestic partnership,500,8
9427,31,15 to 29 minutes,United Kingdom,Great Britain,NA,NA,Employed for wages,21000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,6,NA,0,NA,0,0,English,"single, never married",0,2
9428,18,NA,Jamaica,Jamaica,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,English,"single, never married",0,5
9429,26,Less than 15 minutes,Canada,Canada,food and beverage,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,1,0,0,200000,25,50000,0,0,0,1,French,"single, never married",40,1
9430,31,NA,United Kingdom,United Kingdom,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,English,"single, never married",0,6
9431,21,NA,India,India,NA,NA,Not working but looking for work,15000,NA,NA,female,NA,1,0,1,0,0,1,NA,20,NA,0,0,0,NA,English,"single, never married",0,24
9432,25,NA,NA,Portugal,NA,NA,Military,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,7,NA,0,0,0,NA,Portuguese,"single, never married",9,3
9433,25,NA,United States of America,United States of America,NA,NA,Not working but looking for work,50000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,40,NA,1,0,0,NA,Chinese,"single, never married",0,3
9434,20,NA,France,United Kingdom,NA,NA,NA,NA,NA,NA,male,NA,1,0,1,0,0,1,NA,NA,NA,1,0,0,NA,Tamil,"single, never married",0,0
9435,28,NA,Egypt,Egypt,education,NA,Employed for wages,NA,NA,NA,male,NA,0,0,NA,NA,NA,NA,NA,15,NA,0,NA,0,NA,English,married or domestic partnership,100,1
9436,NA,NA,United States of America,United States of America,NA,NA,Not working but looking for work,85000,0,NA,male,1,1,1,1,1,1,1,NA,40,NA,0,0,0,NA,English,married or domestic partnership,69000,60
9437,36,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,1,1,1,115000,8,33000,0,0,0,1,English,"single, never married",0,2
9438,30,Less than 15 minutes,Argentina,Argentina,NA,Electronic Security,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,0,0,NA,30,NA,0,0,0,1,Spanish,married or domestic partnership,0,1
